numero_arrete,titre,autorite_responsable,signataire,date_publication,date_signature,poids_pdf_ko,concerne_circulation,concerne_stationnement,est_temporaire,explnum_id,pdf_s3_url,date_scrape
2025 T 12513,"Arrêté n° 2025 T 12513 modifiant, à titre provisoire les règles de stationnement rue Mayet, à Paris 6e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,02/04/2025,31/03/2025,50,False,True,True,37126,s3://parisarretes/arretes/2025/2025_T_12513_7e4e0cae.pdf,2025-10-26T21:09:33.683457
2025 T 12475,"Arrêté n° 2025 T 12475 modifiant, à titre provisoire, les règles de stationnement et de circulation générale dans plusieurs voies, à Paris 12e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,02/04/2025,31/03/2025,108,True,True,True,37117,s3://parisarretes/arretes/2025/2025_T_12475_b8a722e9.pdf,2025-10-26T21:09:33.688269
2025 T 12393,"Arrêté n° 2025 T 12393 modifiant, à titre provisoire, les règles de circulation et de stationnement rues de Buci, de l'Echaudé, Visconti, des Beaux-Arts, Jacques Callot, de Seine, Bourbon le Château et boulevard Saint-Germain, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,02/04/2025,26/03/2025,128,True,True,True,37115,s3://parisarretes/arretes/2025/2025_T_12393_57856f8b.pdf,2025-10-26T21:09:33.688715
2025 T 12391,"Arrêté n° 2025 T 12391 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale place de la Réunion, à Paris 20e.",Direction de la Voirie et des Déplacements,Audrey  OTT,02/04/2025,31/03/2025,50,False,True,True,37114,s3://parisarretes/arretes/2025/2025_T_12391_c14e120e.pdf,2025-10-26T21:09:33.689143
2025 T 12368,"Arrêté n° 2025 T 12368 modifiant, à titre provisoire, les règles de stationnement gênant la circulation générale rue des Vignoles, à Paris 20e.",Direction de la Voirie et des Déplacements,Audrey  OTT,02/04/2025,31/03/2025,102,False,True,True,37112,s3://parisarretes/arretes/2025/2025_T_12368_681f4f52.pdf,2025-10-26T21:10:01.294544
2025 T 12320,"Arrêté n° 2025 T 12320 modifiant, à titre provisoire, les règles de stationnement et de circulation rue Rochebrune, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,31/03/2025,51,True,True,True,37110,s3://parisarretes/arretes/2025/2025_T_12320_e557f86f.pdf,2025-10-26T21:10:01.295681
2025 T 12451,"Arrêté n° 2025 T 12451 modifiant, à titre provisoire, le stationnement rue Eugène Manuel, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,28/03/2025,51,False,True,True,37104,s3://parisarretes/arretes/2025/2025_T_12451_b0d7d572.pdf,2025-10-26T21:10:01.296809
2025 T 12355,"Arrêté n° 2025 T 12355 modifiant, à titre provisoire les règles de stationnement rue Dauphine, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,01/04/2025,28/03/2025,102,False,True,True,37103,s3://parisarretes/arretes/2025/2025_T_12355_b3c2726b.pdf,2025-10-26T21:10:01.297157
2025 T 12478,"Arrêté n° 2025 T 12478 modifiant, à titre provisoire, les règles de stationnement rue de Picpus, à Paris 12e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,01/04/2025,31/03/2025,50,False,True,True,37099,s3://parisarretes/arretes/2025/2025_T_12478_8cc41f2c.pdf,2025-10-26T21:10:01.297708
2025 T 12328,"Arrêté n° 2025 T 12328 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rues des Couronnes et d’Eupatoria, à Paris 20e.",Direction de la Voirie et des Déplacements,Audrey  OTT,02/04/2025,31/03/2025,139,True,True,True,37111,s3://parisarretes/arretes/2025/2025_T_12328_01cd436e.pdf,2025-10-26T21:10:01.295076
2025 T 12163,"Arrêté n° 2025 T 12163 modifiant, à titre provisoire, les règles de stationnement et de circulation générale rue de la Folie-Regnault, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,02/04/2025,31/03/2025,106,True,True,True,37109,s3://parisarretes/arretes/2025/2025_T_12163_1c7b32c2.pdf,2025-10-26T21:10:01.296187
2025 T 12477,"Arrêté n° 2025 T 12477 modifiant, à titre provisoire, les règles de stationnement avenue Ledru-Rollin, à Paris 12e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,01/04/2025,31/03/2025,51,False,True,True,37100,s3://parisarretes/arretes/2025/2025_T_12477_68db4294.pdf,2025-10-26T21:10:01.297453
2025 T 12474,"Arrêté n° 2025 T 12474 modifiant, à titre provisoire, les règles de stationnement place de Rungis, à Paris 13e.",Direction de la Voirie et des Déplacements,Nathalie VIENNE,01/04/2025,31/03/2025,51,False,True,True,37097,s3://parisarretes/arretes/2025/2025_T_12474_659037cc.pdf,2025-10-26T21:10:01.297956
2025 T 12390,"Arrêté n° 2025 T 12390 modifiant, à titre provisoire, les règles de circulation et de stationnement rue Jacob, à Paris 6e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,26/03/2025,62,True,True,True,37096,s3://parisarretes/arretes/2025/2025_T_12390_2d46f68b.pdf,2025-10-26T21:10:01.298220
2025 T 12414,"Arrêté n° 2025 T 12414 modifiant, à titre provisoire, les règles de circulation sur la voie Af/14 (Autopont), à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,26/03/2025,49,True,False,True,37095,s3://parisarretes/arretes/2025/2025_T_12414_1c7f11ba.pdf,2025-10-26T21:10:28.241304
2025 E 12399,"Arrêté n° 2025 E 12399 modifiant, à titre provisoire, les règles de circulation et de stationnement place de Catalogne et rue du Château, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,01/04/2025,26/03/2025,115,True,True,True,37091,s3://parisarretes/arretes/2025/2025_E_12399_340b820e.pdf,2025-10-26T21:10:28.243243
2025 T 12385,"Arrêté n° 2025 T 12385 modifiant, à titre provisoire, les règles de stationnement rues de l'Amiral Roussin, Meilhac, Auguste Dorchain, Quinault, Joseph Liouville, et Mademoiselle, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,27/03/2025,125,False,True,True,37094,s3://parisarretes/arretes/2025/2025_T_12385_6ba10db8.pdf,2025-10-26T21:10:28.241858
2025 T 12415,"Arrêté n° 2025 T 12415 modifiant, à titre provisoire, les règles de circulation et de stationnement rue de Gergovie, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,01/04/2025,26/03/2025,113,True,True,True,37092,s3://parisarretes/arretes/2025/2025_T_12415_0c2f753f.pdf,2025-10-26T21:10:28.242337
2025 T 12419,"Arrêté n° 2025 T 12419 modifiant, à titre provisoire, les règles de circulation et de stationnement rues Emile Faguet et Monticelli, à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,26/03/2025,117,True,True,True,37089,s3://parisarretes/arretes/2025/2025_T_12419_044635ef.pdf,2025-10-26T21:10:28.243708
2025 T 12417,"Arrêté n° 2025 T 12417 modifiant, à titre provisoire, les règles de stationnement rue Wilfrid Laurier, à Paris 14e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,01/04/2025,26/03/2025,49,False,True,True,37090,s3://parisarretes/arretes/2025/2025_T_12417_6909863f.pdf,2025-10-26T21:10:28.242803
2025 T 12452,"Arrêté n° 2025 T 12452 modifiant, à titre provisoire, le stationnement avenue Henri Martin sur l'allée Pierre Christian Taittinger, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,28/03/2025,51,False,True,True,37087,s3://parisarretes/arretes/2025/2025_T_12452_ed38b71c.pdf,2025-10-26T21:10:28.244616
2025 C 12398,"Arrêté n° 2025 C 12398 modifiant, à titre provisoire, les règles de circulation et de stationnement boulevard Saint-Jacques et rue Ferrus, à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,26/03/2025,62,True,True,True,37088,s3://parisarretes/arretes/2025/2025_C_12398_36869d95.pdf,2025-10-26T21:10:28.244137
2025 T 12472,"Arrêté n° 2025 T 12472 modifiant, à titre provisoire, les règles de stationnement rue des Orchidées, à Paris 13e.",Direction de la Voirie et des Déplacements,Jérôme GUILLARD,01/04/2025,31/03/2025,50,False,True,True,37086,s3://parisarretes/arretes/2025/2025_T_12472_16feb5ad.pdf,2025-10-26T21:10:28.245089
2025 T 12450,"Arrêté n° 2025 T 12450 modifiant, à titre provisoire, la règle du stationnement impasse Marteau, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,28/03/2025,105,False,True,True,37085,s3://parisarretes/arretes/2025/2025_T_12450_ed9c9346.pdf,2025-10-26T21:10:28.245563
2025 T 12466,"Arrêté n° 2025 T 12466 modifiant, à titre provisoire, la règle du stationnement rue Berthe, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,28/03/2025,103,False,True,True,37082,s3://parisarretes/arretes/2025/2025_T_12466_9d0df622.pdf,2025-10-26T21:10:55.245204
2025 T 12445,"Arrêté n° 2025 T 12445 modifiant, à titre provisoire, la règle du stationnement rues Damrémont et Ordener, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,27/03/2025,108,False,True,True,37079,s3://parisarretes/arretes/2025/2025_T_12445_6d974ffc.pdf,2025-10-26T21:10:55.246616
2025 T 12471,"Arrêté n° 2025 T 12471 modifiant, à titre provisoire les règles de stationnement avenue de l'Observatoire, à Paris 6e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,28/03/2025,49,False,True,True,37081,s3://parisarretes/arretes/2025/2025_T_12471_107640da.pdf,2025-10-26T21:10:55.245755
2025 T 12449,"Arrêté n° 2025 T 12449 modifiant, à titre provisoire, la règle du stationnement rue Emile Level, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,28/03/2025,105,False,True,True,37083,s3://parisarretes/arretes/2025/2025_T_12449_2647f84e.pdf,2025-10-26T21:10:55.246271
2025 T 12456,"Arrêté n° 2025 T 12456 modifiant, à titre provisoire, la règle du stationnement rue Navier, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,28/03/2025,49,False,True,True,37084,s3://parisarretes/arretes/2025/2025_T_12456_cd172cbe.pdf,2025-10-26T21:10:55.244632
2025 T 12373,"Arrêté n° 2025 T 12373 modifiant, à titre provisoire, les règles de stationnement rue l'Abbé Groult 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,25/03/2025,104,False,True,True,37078,s3://parisarretes/arretes/2025/2025_T_12373_901ef3b8.pdf,2025-10-26T21:10:55.246861
2025 T 12444,"Arrêté n° 2025 T 12444 modifiant, à titre provisoire, la règle de la circulation générale rue Marcadet, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,27/03/2025,144,True,False,True,37077,s3://parisarretes/arretes/2025/2025_T_12444_7a642bd2.pdf,2025-10-26T21:10:55.247101
2025 T 12375,"Arrêté n° 2025 T 12375 modifiant, à titre provisoire, les règles de stationnement rue Charles Lecocq, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,25/03/2025,103,False,True,True,37076,s3://parisarretes/arretes/2025/2025_T_12375_258b0d70.pdf,2025-10-26T21:10:55.247360
2025 T 12431,"Arrêté n° 2025 T 12431 modifiant, à titre provisoire, la règle de la circulation boulevard Berthier, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,27/03/2025,101,True,False,True,37075,s3://parisarretes/arretes/2025/2025_T_12431_d31dd82c.pdf,2025-10-26T21:10:55.247596
2025 T 12429,"Arrêté n° 2025 T 12429 modifiant, à titre provisoire, les règles de stationnement rue du Chemin Vert, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,01/04/2025,27/03/2025,51,False,True,True,37074,s3://parisarretes/arretes/2025/2025_T_12429_6cf835d6.pdf,2025-10-26T21:10:55.247832
2025 T 12424,"Arrêté n° 2025 T 12424 modifiant, à titre provisoire, les règles de stationnement rue Keller, à Paris 11e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,01/04/2025,27/03/2025,105,False,True,True,37073,s3://parisarretes/arretes/2025/2025_T_12424_40f1ab34.pdf,2025-10-26T21:11:22.352439
2025 T 12359,"Arrêté n° 2025 T 12359 modifiant, à titre provisoire, les règles de stationnement rue des Morillons, à Paris 15e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,25/03/2025,52,False,True,True,37071,s3://parisarretes/arretes/2025/2025_T_12359_377bed31.pdf,2025-10-26T21:11:22.353565
2025 T 12346,"Arrêté n° 2025 T 12346 modifiant, à titre provisoire, les règles des stationnement rue de l'Assomption, à Paris 16e.",Direction de la Voirie et des Déplacements,Miéna GERMON,01/04/2025,25/03/2025,51,False,True,True,37068,s3://parisarretes/arretes/2025/2025_T_12346_6a3d3b08.pdf,2025-10-26T21:11:22.354790
2025 T 12348,"Arrêté n° 2025 T 12348 modifiant, à titre provisoire les règles de stationnement rue Guynemer, à Paris 6e.",Direction de la Voirie et des Déplacements,Adrien RONDEAUX,01/04/2025,28/03/2025,103,False,True,True,37069,s3://parisarretes/arretes/2025/2025_T_12348_31b3e4bb.pdf,2025-10-26T21:11:22.354044
2025 T 12376,"Arrêté n° 2025 T 12376 modifiant, à titre provisoire, la règle du stationnement rue Laugier, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,25/03/2025,104,False,True,True,37072,s3://parisarretes/arretes/2025/2025_T_12376_d6746998.pdf,2025-10-26T21:11:22.352957
2025 T 12275,"Arrêté n° 2025 T 12275 modifiant, à titre provisoire, la règle du stationnement rue Treilhard, à Paris 8e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,26/03/2025,105,False,True,True,37067,s3://parisarretes/arretes/2025/2025_T_12275_0291a574.pdf,2025-10-26T21:11:22.355259
2025 T 12214,"Arrêté n° 2025 T 12214 modifiant, à titre provisoire, les règles de stationnement boulevard Sérurier, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,01/04/2025,28/03/2025,103,False,True,True,37065,s3://parisarretes/arretes/2025/2025_T_12214_ab320ea6.pdf,2025-10-26T21:11:22.356123
2025 T 12262,"Arrêté n° 2025 T 12262 modifiant, à titre provisoire, les règles de circulation avenue de Flandre, à Paris 19e.",Direction de la Voirie et des Déplacements,Tanguy ADAM,01/04/2025,20/03/2025,104,True,False,True,37066,s3://parisarretes/arretes/2025/2025_T_12262_3f3389cc.pdf,2025-10-26T21:11:22.355689
2025 C 12232,"Arrêté n° 2025 C 12232 modifiant, à titre provisoire, la règle du stationnement et de la circulation générale dans plusieurs voies, à Paris 9e.",Direction de la Voirie et des Déplacements,Lowell LACOU,01/04/2025,28/03/2025,135,True,True,True,37064,s3://parisarretes/arretes/2025/2025_C_12232_21423089.pdf,2025-10-26T21:11:22.356517
2025 T 12316,"Arrêté n° 2025 T 12316 suspendant, à titre provisoire, l'opération ""Paris Respire"", route des Fortifications dans le bois de Vincennes, à Paris 12e, pendant le déroulement de la Foire du Trône.",Direction de la Voirie et des Déplacements,Francis PACAUD,01/04/2025,28/03/2025,103,False,False,True,37062,s3://parisarretes/arretes/2025/2025_T_12316_3aaa12d6.pdf,2025-10-26T21:11:22.356937
2025 T 12380,"Arrêté n° 2025 T 12380 modifiant, à titre provisoire, la règle du stationnement boulevard Ney, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,25/03/2025,48,False,True,True,37059,s3://parisarretes/arretes/2025/2025_T_12380_104d5fd0.pdf,2025-10-26T21:11:45.552865
2025 T 12288,"Arrêté n° 2025 T 12288 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement impasse Marteau, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,24/03/2025,106,True,True,True,37060,s3://parisarretes/arretes/2025/2025_T_12288_6c89fe22.pdf,2025-10-26T21:11:45.552379
2025 T 12395,"Arrêté n° 2025 T 12395 modifiant, à titre provisoire, la règle du stationnement rue Villebois Mareuil, à Paris 17e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,26/03/2025,50,False,True,True,37057,s3://parisarretes/arretes/2025/2025_T_12395_382d7025.pdf,2025-10-26T21:11:45.553782
2025 T 12331,"Arrêté n° 2025 T 12331 modifiant, à titre provisoire, les règles de la circulation générale et du stationnement boulevard Barbès, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,25/03/2025,105,True,True,True,37061,s3://parisarretes/arretes/2025/2025_T_12331_c61eda55.pdf,2025-10-26T21:11:45.551824
2025 T 12406,"Arrêté n° 2025 T 12406 modifiant, à titre provisoire, les règles de stationnement rue Campagne Première, à Paris 14e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,26/03/2025,60,False,True,True,37056,s3://parisarretes/arretes/2025/2025_T_12406_6663049c.pdf,2025-10-26T21:11:45.554219
2025 T 11938,"Arrêté n° 2025 T 11938 instituant, à titre provisoire, une aire piétonne les samedis, dimanches, jours veille de jours fériés et jours fériés dans le cadre de la Foire du Trône, dans le quartier « Général Laperrine » à Paris 12e.",Direction de la Voirie et des Déplacements,Francis PACAUD,01/04/2025,28/03/2025,108,False,False,True,37058,s3://parisarretes/arretes/2025/2025_T_11938_9632aec2.pdf,2025-10-26T21:11:45.553362
2025 T 12434,"Arrêté n° 2025 T 12434 modifiant, à titre provisoire, les règles de stationnement rue Saint Dominique, à Paris 7e.",Direction de la Voirie et des Déplacements,Gwenaëlle NIVEZ,01/04/2025,27/03/2025,49,False,True,True,37055,s3://parisarretes/arretes/2025/2025_T_12434_a85dbbf9.pdf,2025-10-26T21:11:45.554688
2025 T 12443,"Arrêté n° 2025 T 12443 modifiant, à titre provisoire, la règle de la circulation générale rue Damrémont, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,27/03/2025,102,True,False,True,37054,s3://parisarretes/arretes/2025/2025_T_12443_e6f71cea.pdf,2025-10-26T21:11:45.555116
2025 T 12448,"Arrêté n° 2025 T 12448 modifiant, à titre provisoire, la règle du stationnement rue des Martyrs, à Paris 18e.",Direction de la Voirie et des Déplacements,Frédéric GAUTHERON,01/04/2025,27/03/2025,103,False,True,True,37053,s3://parisarretes/arretes/2025/2025_T_12448_db75b449.pdf,2025-10-26T21:11:45.555624
